,name,homepage,category,description,resource,labels,projectrank,show,github_id,dockerhub_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,pypi_id,pypi_url,pypi_monthly_downloads,updated_github_id,maven_id,maven_url,helm_id,trending,gem_url,brew_id,apt_id,github,github-id
163,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,9,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2026-01-26 17:36:52.000000,2026-01-26 17:36:49,120.0,2.0,16.0,9.0,130.0,5.0,1.0,30.0,2024-04-02 18:31:17,1.0.1,,,3.0,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,
164,did-webs,https://github.com/trustoverip/tswg-did-method-webs-specification,dids,a DID method spec for did:webs.,,,9,False,trustoverip/tswg-did-method-webs-specification,,https://github.com/trustoverip/tswg-did-method-webs-specification,,2023-06-27 19:57:19,2026-02-16 17:27:14.000000,2026-02-16 17:26:43,303.0,24.0,15.0,8.0,110.0,3.0,59.0,17.0,,,,,,,,12.0,,,,,3.0,,,,,,,,,,,,,,,,
165,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,This repository contains the samples for all major languages and frameworks. It also contains our UI SDKs to launch..,,,9,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,MIT,2024-08-12 19:18:57,2026-02-05 05:00:35.000000,2026-02-05 05:00:32,601.0,28.0,2.0,4.0,386.0,,2.0,6.0,,,,,,3.0,3.0,11.0,,,,,3.0,,,,,,,,,,,,,,,,
166,ssi-to-oidc-bridge,https://github.com/GAIA-X4PLC-AAD/ssi-to-oidc-bridge,ssi-sdks,TP 1.2 OIDC Provider with VC Support.,,,8,False,gaia-x4plc-aad/ssi-to-oidc-bridge,,https://github.com/GAIA-X4PLC-AAD/ssi-to-oidc-bridge,MIT,2023-11-14 09:30:33,2025-12-04 20:49:32.000000,2025-12-04 20:49:30,21.0,1.0,8.0,8.0,19.0,4.0,25.0,12.0,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,
167,did-webs-resolver,https://github.com/hyperledger-labs/did-webs-resolver,dids,A reference implementation for the did:webs DID method specified here https://github.com/trustoverip/tswg-did-method-..,,,7,False,hyperledger-labs/did-webs-resolver,,https://github.com/hyperledger-labs/did-webs-resolver,Apache-2.0,2023-09-19 23:27:32,2024-10-28 15:31:49.000000,2024-10-28 15:31:49,124.0,,11.0,2.0,41.0,13.0,33.0,13.0,,,,,1.0,,,7.0,,,,,3.0,,,,,,,,,,,,,,,,
168,waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,ssi-agents,Custodian identity wallet white-label solution.,,,6,False,walt-id/waltid-web-wallet,waltid/ssikit-web-wallet,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2024-01-09 08:33:17.000000,2024-01-09 08:32:53,181.0,,1.0,1.0,69.0,,6.0,1.0,2023-11-24 22:29:54,1.2311242224.0,,113.0,48.0,,,8.0,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,,3515.0,3.0,,,,,,,,,,,,,,,,
169,anoncreds,https://github.com/hyperledger/anoncreds-spec,specs,The former home of the AnonCreds specification.,,['hyperledger'],3,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,,2025-12-04 23:15:53,2025-12-04 23:29:22.000000,2025-12-04 23:29:21,3.0,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
170,ejbca-ce,{},pki,EJBCA Open source public key infrastructure (PKI) and certificate authority (CA) software.,,,2,False,Keyfactor/ejbca,keyfactor/ejbca-ce,,,,2025-12-17 01:31:09.041590,,,,,,,,,55.0,,,,,,,,,https://hub.docker.com/r/keyfactor/ejbca-ce,2025-12-17 01:31:09.041590,55.0,635425.0,3.0,,,,,,,,,,,,,,,,
171,procivis-one-core,,ssi-sdks,"Issue, hold and verify digital identities and credentials on any device with eIDAS 2.0 compliancy, ISO 18013-5 mdocs,..",,['w3c'],2,False,,,,Apache-2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,procivis/one-core,
172,cfssl,{},pki,CloudFlares PKI toolkit.,,,1,False,cloudfare/cfssl,cfssl/cfssl,,,,2025-02-26 11:08:44.049713,,,,,,,,,26.0,,,,,,,,,https://hub.docker.com/r/cfssl/cfssl,2025-02-26 11:08:44.049713,26.0,4572783.0,3.0,,,,,,,,,,,,,,,,
173,vc-api,{},specs,,,['w3c'],1,False,w3c-ccg/vs-api,,,W3C,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
174,keycloak,,idp,,,['cncf'],0,False,keycloak/keycloak,quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,,,,,,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,,,,
175,decentralized-web-node,{},specs,,,"['dif', 'web5']",0,False,decentralized-identity/decentralize-web-node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,didcomm-messaging,{},specs,,,['dif'],0,False,decentralized-identity/didcomm-messagging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,go-webauthn,,authentication,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,go-webauthn/webauthn
178,oauth2-proxy,,authentication,,,,0,False,,quay.io/oauth2-proxy/oauth2-proxy,,,,,,,,,,,,,,,,,,,,,,https://hub.docker.com/r/quay.io/oauth2-proxy/oauth2-proxy,,,,,,,,,,,,,,,,,,,,oauth2-proxy/oauth2-proxy
